Age,Prior Crimes,Sex (Male=1),Felony Charge (1=Yes),race_binary,actual_outcome,predicted_prob
0.20272551,-0.60914284,-0.034875818,0.13841479,0,0,0.42656618
0.17697032,-0.4764608,0.07335443,0.10302848,1,1,0.47100657
0.57438964,0.08884395,0.07884678,-0.17973109,1,1,0.63861376
0.36385903,-0.11757828,-0.02359155,0.12071992,1,0,0.5867176
0.06455987,-0.2493988,0.102120936,0.07896445,1,0,0.50081253
-0.107048936,-0.15967833,-0.07629913,0.04040005,0,0,0.42662778
0.37973154,0.43736634,-0.042143825,-0.27703783,1,1,0.6236149
0.53762746,1.1305883,0.0588695,0.06807726,0,1,0.8584126
-0.45282322,0.298353,0.10725513,-0.097742364,0,0,0.4655662
-0.017137634,-1.0696884,-0.63769823,-0.22397155,0,0,0.1254842
0.2455198,-0.69992083,0.056827888,-0.14765896,1,1,0.36859983
0.40120554,0.07239734,-0.19872397,-0.086005405,0,1,0.54881334
-0.040927127,1.3744442,0.07831658,0.046469375,0,1,0.812343
-0.88918096,-0.46780863,0.10944921,0.02015822,1,0,0.22786996
0.27742025,0.68310356,-0.0031014546,-0.2299616,1,1,0.67578423
-0.5394851,0.21430396,0.06733575,-0.16426532,1,0,0.3976883
-0.031700592,-0.767151,0.0044162106,0.026821867,1,0,0.3185139
-0.4976857,0.45760393,0.07473743,0.16941603,1,1,0.55257374
-0.9109426,1.340688,0.00038903212,-0.09560622,0,0,0.5845627
0.6400123,0.5410973,0.10616212,0.0938008,1,1,0.80028504
0.08512813,0.79338163,0.067569,-0.20981571,0,1,0.6777099
0.35588565,-0.17738368,-0.011709248,0.19974993,1,1,0.5923155
-0.4459638,-0.7556824,0.03417928,0.16883446,0,0,0.27059036
-1.5581135,-0.6624254,0.13969892,-0.14481358,1,0,0.09808816
-0.14342332,-0.96132743,-0.67165375,-0.2570523,0,0,0.11645356
-0.26195088,-1.0082898,-0.59041744,-0.32682127,1,1,0.10151753
-1.4715929,1.5190634,0.087468736,0.18045643,1,0,0.57990885
-0.4126947,0.20293152,0.026581738,0.08399361,1,0,0.4769703
0.15285149,-0.20653306,0.011300728,-0.012053229,1,0,0.48814467
0.7795325,-0.6977168,-0.40561703,0.07607263,0,0,0.4401076
0.20272551,-0.60914284,-0.034875818,0.13841479,1,0,0.42656618
0.15285149,-0.20653306,0.011300728,-0.012053229,1,0,0.48814467
0.5509627,1.5791636,0.02866749,0.14568374,0,1,0.9098235
-1.0828203,-0.5148225,0.094906986,-0.0042152144,1,0,0.18243329
-0.06107393,-0.77265155,0.13902073,-0.06442025,1,0,0.32035926
2.3616333,1.0350614,0.09344029,-0.021216083,1,1,0.9699948
-0.5265385,0.2885208,-0.12329429,0.036023878,0,1,0.4210938
0.5139465,0.6049594,0.05107037,0.30475733,1,1,0.8148349
0.8306198,0.7204603,0.04488797,0.21580881,0,1,0.86041975
-0.45558676,-0.23713762,0.065686375,0.053533114,1,1,0.3620446
-0.87720996,-0.8004274,0.03367786,0.074451655,1,0,0.17328762
0.6930009,-0.25117272,0.13639198,0.06499966,1,0,0.65706086
-0.6828306,-0.6150669,0.03537209,0.008574354,0,0,0.22322899
-1.2102082,-0.45031896,0.008691933,0.12106041,0,0,0.17890695
-0.06494203,-0.5670957,-0.01898694,0.030502085,0,0,0.3512569
0.2981417,0.68835485,-0.36164,-0.4548893,0,0,0.54412764
-0.06494203,-0.5670957,-0.01898694,0.030502085,1,1,0.3512569
0.86017096,0.5335429,0.064902194,-0.020430181,1,1,0.8092572
1.3112837,-1.1106265,0.104420595,-0.06982547,0,1,0.5602697
0.86017096,0.5335429,0.064902194,-0.020430181,1,1,0.8092572
0.16736285,0.7659524,0.05124248,0.04995185,0,0,0.739142
-0.014361701,0.5800938,0.058219407,0.05396457,0,0,0.66483593
0.24294724,3.6318016,-0.09168046,0.16951187,0,1,0.9812858
0.4352089,-1.0092001,0.053982,0.015263316,1,1,0.37807143
-0.06572577,-0.40782824,0.089362934,-0.06986185,1,1,0.3900625
-0.2216672,-0.6589039,-0.3439875,-0.33716732,0,0,0.17440544
-0.7360482,1.6677126,0.08286473,0.10595637,0,0,0.75537527
-0.59505415,1.4312532,0.023155697,-0.15771863,1,1,0.6701005
-1.5437046,-0.22513448,0.011489696,-5.8107587e-05,1,1,0.14799643
0.012757649,-0.27433836,0.09884695,-0.14210397,1,0,0.42608708
0.1577688,-0.16032398,0.081259646,0.083729364,0,0,0.5422583
0.7775865,0.68986833,0.060531773,0.18812318,1,0,0.84852946
0.79514694,0.86545813,0.06181144,-0.094629295,1,1,0.8368251
-0.72206527,1.1643728,0.013795972,0.038768552,1,0,0.62290007
0.008976864,0.34072956,0.06274938,0.06875887,1,1,0.61968666
-0.086064786,-0.90025806,0.06685079,0.04920561,0,1,0.29665807
-0.0132698985,2.4806879,0.0700725,0.26674443,1,1,0.94328
0.05296821,-0.046830527,0.0946167,0.11780621,0,1,0.5561532
-0.6175842,-0.8202699,0.15004526,-0.06206459,0,0,0.20703852
0.076050125,0.3253501,0.061840825,-0.30651215,1,0,0.54084194
-0.8048721,-0.1706116,0.06594357,0.1322977,1,1,0.31642738
0.120755516,1.2854097,0.05410202,0.018946614,1,1,0.81551
0.6367965,-0.5789338,0.11829599,0.031380866,1,1,0.553431
0.29711354,-0.6039781,-0.79859567,-0.0074287374,0,0,0.24863881
-1.9303174,-0.7895257,0.04395029,-0.16685,1,0,0.055423252
0.49731013,-0.21915065,0.15876418,0.070732504,0,1,0.62589824
-0.61209023,-0.8938762,0.016707579,0.028527351,0,1,0.18942845
0.14926195,-0.38211676,0.11628136,-0.036242984,1,0,0.46361125
-0.26074642,1.1427666,0.09541057,0.23161747,1,1,0.77136797
-0.87720996,-0.8004274,0.03367786,0.074451655,1,0,0.17328762
0.22143838,0.49844962,0.11782729,0.0667999,0,1,0.7133109
-0.629097,0.70022184,-0.022724342,0.0015320443,1,1,0.51423025
0.14926195,-0.38211676,0.11628136,-0.036242984,1,0,0.46361125
-0.066805065,0.31750903,0.09679798,-0.12849171,1,1,0.5562642
-1.2917913,-1.1586415,-0.2650125,-0.094748765,0,0,0.057152025
-0.5459834,-0.4243746,-0.34368357,-0.08016733,0,0,0.19985418
-0.14342332,-0.96132743,-0.67165375,-0.2570523,1,0,0.11645356
-0.4003914,2.6381161,0.10889443,-0.63049763,1,0,0.848531
-2.1552837,-0.33431637,0.04780496,-0.39588833,1,1,0.055688694
1.009619,-0.7063456,0.098187394,0.010238512,1,0,0.6031727
0.5002475,-0.9627575,0.18505132,-0.019278506,1,1,0.42806908
-0.19062428,-0.6454753,0.17519103,-0.09501112,1,1,0.3210576
-0.5172234,0.6817219,0.07419574,-0.10351259,1,1,0.5354866
-0.4189688,0.21600336,-0.020977866,-0.2112844,1,0,0.39455053
-0.07240054,0.2874877,0.09747458,0.043418325,1,1,0.58976257
-0.74400973,1.153657,0.065694675,0.18772349,1,1,0.66151863
-0.601608,0.19685616,0.06730212,0.054595508,0,0,0.43147138
-0.7101224,-0.26705387,0.05778806,0.016615868,0,0,0.28992072
-1.2641605,-0.2982946,0.038835954,0.20296706,0,0,0.21187697
0.26381847,0.93703586,0.0973743,0.2199857,1,0,0.82130545
0.21874169,-0.9867566,0.062258393,0.13217783,1,0,0.36202765
0.19670732,-1.0199882,0.10673828,0.036177427,1,0,0.33774465
-1.7719814,-0.835649,-0.05200776,0.09106586,0,0,0.07165323
0.6367965,-0.5789338,0.11829599,0.031380866,0,0,0.553431
0.36304915,1.15234,0.03609033,0.019600514,1,1,0.8289332
-0.1117585,-0.9720033,-0.51645017,-0.35415953,0,0,0.12484073
-0.44429916,-0.23078606,0.043648776,-0.1108299,1,1,0.32404086
0.4103549,-0.7961327,0.17045256,0.117435694,0,0,0.4772942
0.7660772,1.5317837,0.01597852,0.070431724,1,1,0.9161596
-0.34063706,-0.47858492,-0.003132398,0.07849296,1,0,0.3236916
-0.45607775,0.03937392,-0.054797888,0.20671582,0,0,0.43590897
-1.4728129,0.8763028,-0.006560056,0.135694,0,0,0.38689765
0.5939788,0.6577039,0.068687476,0.025068719,1,1,0.7945287
-0.26195088,-1.0082898,-0.59041744,-0.32682127,0,0,0.10151753
-0.086064786,-0.90025806,0.06685079,0.04920561,1,0,0.29665807
-0.5204228,0.13627873,0.060870335,0.100935176,0,0,0.4463733
-0.07240054,0.2874877,0.09747458,0.043418325,1,1,0.58976257
-0.45141086,0.16767053,0.02621317,-0.37661266,1,1,0.34816027
-0.48469645,0.3512978,0.043500017,0.029982885,1,1,0.48677516
0.29415524,1.3910022,0.082388334,-0.025765648,1,1,0.85179937
-0.3298381,-0.6560499,0.0016177157,-0.051946215,0,0,0.26323664
-0.12143676,-0.8390813,0.1548834,-0.08574651,0,0,0.29227144
0.49731013,-0.21915065,0.15876418,0.070732504,1,0,0.62589824
0.6930009,-0.25117272,0.13639198,0.06499966,1,0,0.65706086
-0.09133939,0.29098982,0.0826421,0.040826127,1,1,0.5817892
0.3145067,-0.1643455,-0.12517388,0.03364604,1,0,0.5164034
-0.09820129,-0.026005823,0.015762584,0.14700505,0,1,0.5113891
0.44793954,-0.18292224,0.12838252,-0.14790422,1,1,0.5627916
-0.17644203,-0.4882017,0.13418184,0.031419523,1,1,0.37941343
-0.09133939,0.29098982,0.0826421,0.040826127,1,0,0.5817892
-0.5769771,1.686743,0.0015574618,-0.11551663,0,0,0.73161066
1.0092992,-0.034436546,0.092659764,0.008769652,1,1,0.7471172
0.4277574,0.29441127,-0.32923266,-0.21580939,1,1,0.545903
-0.23670171,-0.058051962,0.13777068,-0.118059985,0,0,0.4333885
-0.06466597,-0.99860734,-0.42835313,0.1591487,1,0,0.20990895
-0.27369258,1.359973,0.0049681985,0.1572026,1,1,0.7782428
-0.06572577,-0.40782824,0.089362934,-0.06986185,0,0,0.3900625
-0.4469206,0.19411986,0.14172155,-0.0490447,0,0,0.4617945
0.058801547,1.3631381,0.05392165,0.014112083,1,1,0.8171231
-0.79990077,-0.90278006,-0.6370576,-0.3305383,0,0,0.06517577
-0.65403074,1.3812909,0.00413076,0.13920003,1,1,0.7063234
0.6367965,-0.5789338,0.11829599,0.031380866,0,1,0.553431
0.12341105,1.2762873,0.05526635,-0.032384392,0,1,0.8068365
-0.37459195,-0.21557851,0.07837236,0.085098505,1,0,0.3965895
0.35588565,-0.17738368,-0.011709248,0.19974993,0,0,0.5923155
-0.62288076,-0.85204136,0.05221887,0.032218788,1,0,0.2004504
0.08888058,-0.19245446,0.039118595,-0.1544252,1,0,0.44722804
-0.7141264,-0.39639372,0.02095328,0.12909018,0,0,0.27818686
-0.43475518,0.81567615,0.016362999,-0.26878062,1,1,0.53382504
0.090646364,0.2746222,0.09225464,-0.062247884,1,1,0.59923506
0.436136,0.8911384,-0.004719869,0.2393609,1,0,0.8276295
3.494283,0.82962114,0.13350344,-0.010133445,1,1,0.98850495
1.7259288,-1.1953589,-0.464888,0.23272115,1,1,0.5757638
-0.45282322,0.298353,0.10725513,-0.097742364,0,1,0.4655662
-0.031700592,-0.767151,0.0044162106,0.026821867,0,1,0.3185139
0.13831693,0.40674236,0.10495342,0.03743099,1,0,0.6669556
0.22143838,0.49844962,0.11782729,0.0667999,1,1,0.7133109
-0.8592689,0.1209541,-0.1111837,-0.016593155,0,0,0.2975298
-0.6828306,-0.6150669,0.03537209,0.008574354,0,0,0.22322899
0.44793954,-0.18292224,0.12838252,-0.14790422,1,0,0.5627916
-0.06814116,-0.4046518,-0.15639849,0.24700737,1,0,0.40728977
-0.72206527,1.1643728,0.013795972,0.038768552,1,1,0.62290007
0.9341522,0.49469757,0.10357625,-0.023278795,1,1,0.819971
-0.75603855,-0.1551637,0.111270845,0.05620767,0,1,0.3237218
-0.68120533,0.35619026,-0.010128073,0.06748104,1,0,0.435202
-0.017137634,-1.0696884,-0.63769823,-0.22397155,1,0,0.1254842
1.009619,-0.7063456,0.098187394,0.010238512,0,1,0.6031727
-0.3812605,-0.042885054,0.060662925,0.094501615,0,1,0.4348777
-0.010813611,-0.3554104,0.09572825,-0.3675079,1,0,0.34728384
-0.12743819,-0.8839565,-0.16773024,0.16056077,1,1,0.26667446
-1.2360878,-0.40002468,-0.66014796,-0.024226835,0,0,0.09001239
1.0092992,-0.034436546,0.092659764,0.008769652,1,1,0.7471172
0.6645363,-0.36791942,0.17615461,-0.13273136,1,1,0.58590055
-0.22292195,-0.3626874,0.060906403,0.071588404,1,0,0.39028582
-0.8932323,-0.36532015,-0.020763338,0.12028306,1,0,0.2401188
1.3112837,-1.1106265,0.104420595,-0.06982547,1,1,0.5602697
0.3704688,-0.33479458,0.09317633,0.1830406,1,1,0.57905483
-0.78929484,0.83382004,0.12030304,0.043296166,0,1,0.5535755
-0.5509557,0.23121792,0.06815895,0.048494566,1,0,0.4511364
-0.5617879,1.5972118,0.08155308,0.22449437,1,0,0.79388034
-0.44043216,-0.259513,0.07845132,0.062303152,1,0,0.3653571
-0.06494203,-0.5670957,-0.01898694,0.030502085,1,1,0.3512569
0.49731013,-0.21915065,0.15876418,0.070732504,1,0,0.62589824
0.31153193,1.642168,0.08265921,0.1496039,1,0,0.8996159
-0.6248666,-0.6723731,-0.04438173,-0.07761769,0,0,0.19588166
0.6367965,-0.5789338,0.11829599,0.031380866,0,0,0.553431
-0.086064786,-0.90025806,0.06685079,0.04920561,0,1,0.29665807
1.009619,-0.7063456,0.098187394,0.010238512,1,1,0.6031727
-0.0012000198,-0.28699216,0.067836516,0.06874519,0,0,0.46391112
-0.48254856,-0.25233373,-0.37714887,-0.17674367,1,0,0.21724874
0.30900446,0.9378913,0.022373136,0.050287183,0,1,0.7902712
0.46840373,0.5137573,-0.27693903,-0.19003943,1,1,0.62765884
-0.87256205,0.49171242,0.0745762,0.07168777,0,0,0.44334885
0.09855305,-0.7290691,0.1751096,-0.0344829,1,1,0.381571
-0.13382354,-0.81475264,-0.3683478,0.18319596,0,0,0.24476616
0.34250858,1.5276856,0.0008676184,-0.020540893,1,1,0.8650082
0.31967828,0.6404242,0.086794406,-0.39125368,0,0,0.6598546
0.37484413,0.5176892,0.037790254,0.21047679,1,1,0.75910956
0.054387443,0.86553395,0.016811337,0.07385921,1,1,0.734504
-0.19402589,-1.0123538,0.039399985,0.06018788,0,0,0.24977972
0.19922099,1.3210713,0.042664286,-0.050179634,1,1,0.8205061
0.6367965,-0.5789338,0.11829599,0.031380866,1,0,0.553431
-0.076969035,-1.0591471,-0.33062544,-0.21961863,0,0,0.15718086
-0.115871295,2.0596726,0.021404343,0.1341423,1,1,0.89151883
0.49731013,-0.21915065,0.15876418,0.070732504,1,0,0.62589824
0.6962107,-0.8385831,0.11057785,-0.012622253,1,0,0.49064773
0.4103549,-0.7961327,0.17045256,0.117435694,1,1,0.4772942
-0.39066255,0.25973433,0.068231165,-0.22476143,1,0,0.43034235
0.57438964,0.08884395,0.07884678,-0.17973109,1,1,0.63861376
-0.6922261,1.6375885,0.047784362,0.062218416,1,1,0.74314296
-1.9303174,-0.7895257,0.04395029,-0.16685,0,1,0.055423252
-1.313583,-0.7780707,0.017638078,0.05118713,0,1,0.117551476
-0.060820278,1.3110691,-0.24547915,-0.018426284,1,1,0.72974867
-1.3981239,0.2480257,0.045864467,0.20591876,0,1,0.2908391
0.7435797,-0.29097873,0.17862977,0.0137064,1,1,0.6574476
0.06455987,-0.2493988,0.102120936,0.07896445,1,0,0.50081253
-0.67406493,-0.4029904,0.10916102,0.04115965,0,1,0.28501266
0.06696715,0.34375906,0.10971092,-0.076406546,1,1,0.6108851
-0.34577557,-0.65388566,-0.01944411,0.03169635,1,1,0.2728113
-0.30725908,0.21048711,0.06266654,0.09749631,1,0,0.51759136
1.0889417,-0.6888656,0.12763251,-0.010019092,1,0,0.62824446
-0.5049976,0.5623531,0.106961444,0.14009659,1,1,0.57723117
-0.6843656,-0.23163809,0.020539783,-0.09994298,0,0,0.2712274
1.0889417,-0.6888656,0.12763251,-0.010019092,1,0,0.62824446
-0.6627901,0.6120453,0.03043644,0.0092548365,0,1,0.4989876
0.13293123,-0.89868236,0.08863294,-0.06040786,0,0,0.32508022
0.054387443,0.86553395,0.016811337,0.07385921,1,1,0.734504
-0.90292406,1.0855801,0.06842202,-0.24124725,1,1,0.50420856
0.37484413,0.5176892,0.037790254,0.21047679,0,1,0.75910956
-0.03628735,3.6113968,0.022506068,0.25798443,1,1,0.97941923
1.0186282,0.7600825,-0.17483397,0.22706166,1,0,0.8627052
-1.5875489,-1.0603253,0.14109361,0.028943563,1,0,0.07792849
0.21874169,-0.9867566,0.062258393,0.13217783,0,0,0.36202765
0.48583597,0.75073344,0.07982902,0.10901861,1,1,0.8072783
-0.040927127,1.3744442,0.07831658,0.046469375,1,1,0.812343
-0.5231099,-0.8569635,0.081178136,0.05968959,1,0,0.22579618
-0.32911602,1.9950424,-0.010298938,0.1759618,1,1,0.86278224
-1.710433,-0.15129484,-0.021605987,-0.3172669,1,1,0.10032703
0.27239624,0.42284694,-0.00941398,-0.24256782,1,0,0.6107023
-0.50848234,0.6225148,-0.00023970276,0.025491232,0,0,0.53650707
-0.44429916,-0.23078606,0.043648776,-0.1108299,0,0,0.32404086
0.3635513,-0.79011506,0.037445754,0.069952466,0,0,0.42258713
0.5939788,0.6577039,0.068687476,0.025068719,0,1,0.7945287
0.21299458,1.4917023,-0.24163374,-0.060476802,1,1,0.80370146
0.07818635,-0.09893902,0.033009727,0.08818461,0,0,0.52683556
-0.3950236,-0.5472023,0.08744308,-0.20728311,0,1,0.25825435
-1.5875489,-1.0603253,0.14109361,0.028943563,0,1,0.07792849
-0.7481039,-0.48194528,0.066054866,-0.120372556,1,0,0.2179995
-0.8591244,0.68446416,0.013331941,0.09953224,0,0,0.48630536
1.009619,-0.7063456,0.098187394,0.010238512,1,0,0.6031727
0.6962107,-0.8385831,0.11057785,-0.012622253,0,0,0.49064773
-0.27204654,-0.58521223,0.012754892,0.006499792,1,0,0.3034336
-0.11489015,-0.03701953,0.096696354,-0.21931829,0,1,0.43351406
-0.31161487,0.79305816,0.022059405,0.0015208034,0,1,0.6252815
0.120949455,-0.5183023,-0.32874843,-0.37074968,0,0,0.25164714
0.4691144,2.3348167,0.094195195,0.06459842,1,1,0.9511877
-0.45282322,0.298353,0.10725513,-0.097742364,1,1,0.4655662
-1.2360878,-0.40002468,-0.66014796,-0.024226835,0,0,0.09001239
-1.7459702,-0.30940336,0.003688565,0.10746669,1,0,0.12595415
0.025246527,-0.5252684,0.0778599,0.07508538,0,0,0.41579172
-0.15364973,-0.77030873,-0.26609206,-0.3354692,0,0,0.17968029
0.19670732,-1.0199882,0.10673828,0.036177427,0,1,0.33774465
0.6930009,-0.25117272,0.13639198,0.06499966,1,0,0.65706086
-0.71571594,-1.1233535,-0.2759775,0.18117633,0,0,0.1270978
-0.679363,0.21106045,0.042360887,-0.17947373,0,1,0.354707
0.17697032,-0.4764608,0.07335443,0.10302848,1,0,0.47100657
0.86017096,0.5335429,0.064902194,-0.020430181,1,1,0.8092572
-0.13583182,-0.6302962,0.08707829,0.059361342,0,0,0.351447
-0.58757967,-0.8360558,0.13681109,-0.046542305,1,1,0.20976168
0.6930009,-0.25117272,0.13639198,0.06499966,1,1,0.65706086
0.3704688,-0.33479458,0.09317633,0.1830406,0,1,0.57905483
-0.48254856,-0.25233373,-0.37714887,-0.17674367,1,0,0.21724874
-0.06466597,-0.99860734,-0.42835313,0.1591487,0,0,0.20990895
-0.045691848,-0.1876563,0.022956694,0.10171506,1,1,0.47460365
-0.5337572,-0.5356761,0.042634733,0.08320155,0,0,0.28158903
0.45849633,-0.795105,-0.14132716,0.11949898,0,0,0.4130348
-0.1282305,0.31841546,-0.39861432,0.15495911,0,1,0.48838544
-0.06466597,-0.99860734,-0.42835313,0.1591487,1,0,0.20990895
-0.5663109,0.026052775,-0.33119863,0.017429754,0,1,0.30005762
0.30482972,1.3002927,0.033758573,0.021913227,1,1,0.841282
0.14926195,-0.38211676,0.11628136,-0.036242984,1,0,0.46361125
0.35588565,-0.17738368,-0.011709248,0.19974993,0,1,0.5923155
-0.6175842,-0.8202699,0.15004526,-0.06206459,0,0,0.20703852
0.7470881,0.82690436,0.10822145,0.23221144,1,1,0.8722979
-0.058462083,0.24512428,0.103403986,0.07169993,1,0,0.5911617
-0.44944593,0.5424157,-0.25287274,-0.09109637,1,1,0.4393018
-0.08574485,-0.8608905,0.15611693,-0.2718888,0,0,0.25818878
-0.5337572,-0.5356761,0.042634733,0.08320155,1,0,0.28158903
-0.25365737,-0.24788699,0.13905741,0.032556046,0,0,0.4199625
-0.5808176,-0.20763807,0.11151218,-0.05002325,0,0,0.32740116
0.02935171,-0.22240523,0.071058586,-0.15659411,1,1,0.4325179
0.035576917,-0.31354246,0.1203358,0.057601415,1,0,0.47676057
-1.5163335,-1.0622709,0.03251863,-0.20038156,1,0,0.060684446
-0.6058428,1.5645442,0.09306048,0.041540764,1,1,0.7503175
-0.16191866,0.18697433,-0.34705138,0.057412703,1,0,0.43595883
1.0343572,-1.1089221,-0.44622427,-0.028202387,1,0,0.36772528
0.4181362,0.9249704,-0.020445185,0.15040004,1,1,0.81458247
-0.46448472,2.0401087,0.099008895,0.027243573,1,0,0.84669083
-0.44103283,-0.24890806,0.045331307,0.006042295,1,0,0.347156
-0.2879558,0.9477979,0.025466546,-0.0584715,1,0,0.6533598
-0.5994508,1.5115012,0.1052185,0.12301992,1,1,0.7590158
-0.13017213,1.9474921,0.03582373,0.14086214,1,1,0.88090295
-0.613165,0.19489615,0.07422009,0.15856522,0,0,0.4554981
-0.0012000198,-0.28699216,0.067836516,0.06874519,0,0,0.46391112
-0.6233614,1.1679444,-0.03635392,0.157415,0,0,0.6620958
0.52226526,3.0535827,0.08119003,0.30029038,1,1,0.98137283
0.18343705,-0.8779736,0.16766328,-0.07667316,0,0,0.35513508
0.22010754,0.511299,0.07176811,-0.1263747,0,1,0.66458714
0.559885,1.3774235,0.0049879607,0.010675835,1,1,0.8765303
0.050196134,-0.095902495,0.014578983,0.10642523,1,1,0.5205638
0.48506686,0.15136637,-0.52373725,0.048186768,1,0,0.5418732
0.120949455,-0.5183023,-0.32874843,-0.37074968,1,1,0.25164714
0.3704688,-0.33479458,0.09317633,0.1830406,0,0,0.57905483
-0.8266386,0.69591427,-0.022254733,0.06384793,1,0,0.47947967
0.2225766,0.7860056,0.058909826,0.015210464,1,1,0.7483264
-0.20510903,0.10564416,-0.2528682,0.14594649,1,1,0.4503187
-0.28810287,-0.49350113,-0.45317966,0.07773865,0,1,0.2404816
0.6367965,-0.5789338,0.11829599,0.031380866,0,0,0.553431
1.0889417,-0.6888656,0.12763251,-0.010019092,1,0,0.62824446
0.35588565,-0.17738368,-0.011709248,0.19974993,0,0,0.5923155
0.7435797,-0.29097873,0.17862977,0.0137064,1,1,0.6574476
0.54869,0.6348564,0.08245354,-0.0075176223,1,0,0.7799692
-0.91532725,-0.4347299,0.059842773,-0.16861065,1,0,0.18972158
-0.060874403,-0.8469014,0.037376255,0.03535949,1,0,0.30406046
0.027386254,-0.48750558,0.0014299038,-0.21582174,0,1,0.3390551
-0.6285073,2.8064985,0.08023348,0.1783062,1,1,0.9200873
0.41868582,-0.5579922,-0.3893658,0.19777864,1,0,0.41972795
0.5939788,0.6577039,0.068687476,0.025068719,0,0,0.7945287
-0.2896186,-0.5717396,-0.34042647,0.22753012,0,1,0.2754288
-0.5231099,-0.8569635,0.081178136,0.05968959,1,0,0.22579618
0.076050125,0.3253501,0.061840825,-0.30651215,1,0,0.54084194
0.8675814,0.45844972,-0.43791068,-0.27655196,0,0,0.6498939
-0.045691848,-0.1876563,0.022956694,0.10171506,1,0,0.47460365
-0.12743819,-0.8839565,-0.16773024,0.16056077,1,1,0.26667446
-0.54367197,-0.42282936,0.08481316,-0.07228378,1,0,0.27949497
-0.8248983,-0.46898052,0.057270255,0.09108419,0,0,0.24259205
-0.06107393,-0.77265155,0.13902073,-0.06442025,0,0,0.32035926
0.053764485,-0.7955897,0.09295847,0.020308819,0,1,0.3494281
-0.47300574,-0.82568413,0.12966406,-0.20960952,1,0,0.20235643
-0.7156634,1.0216191,-0.0003186916,0.105696715,1,0,0.60308534
0.093062006,0.5712454,0.100389965,0.14540732,0,1,0.7144525
-0.8034061,-1.0005662,-0.6554236,-0.33722448,0,0,0.05788789
0.29588315,1.8987015,0.1516161,0.017609142,0,0,0.9145744
-0.9810054,2.7202477,0.029561818,-0.13411544,1,0,0.83776534
0.6367965,-0.5789338,0.11829599,0.031380866,1,1,0.553431
0.4103549,-0.7961327,0.17045256,0.117435694,0,1,0.4772942
-1.7719814,-0.835649,-0.05200776,0.09106586,1,0,0.07165323
0.12341105,1.2762873,0.05526635,-0.032384392,0,1,0.8068365
0.13576616,0.516936,0.062369093,0.0096621625,1,1,0.67518646
-0.3950236,-0.5472023,0.08744308,-0.20728311,0,0,0.25825435
-0.94495857,-0.36794195,0.088949315,0.05992606,0,0,0.23920886
-0.19402589,-1.0123538,0.039399985,0.06018788,1,1,0.24977972
-0.34577557,-0.65388566,-0.01944411,0.03169635,0,0,0.2728113
1.009619,-0.7063456,0.098187394,0.010238512,0,1,0.6031727
0.3435779,1.2831683,0.040598627,-0.111941636,1,0,0.8266985
0.31558713,-0.7724149,-0.22495064,-0.17937215,1,1,0.29856366
0.0117920255,-0.22342372,0.06341424,0.048625614,0,1,0.47686952
0.4352089,-1.0092001,0.053982,0.015263316,1,0,0.37807143
-0.69967914,1.9801313,0.07059367,0.049646467,0,1,0.8034023
0.18343705,-0.8779736,0.16766328,-0.07667316,1,0,0.35513508
-0.94495857,-0.36794195,0.088949315,0.05992606,1,0,0.23920886
0.06833248,0.37411773,0.10626795,0.046427548,1,1,0.64614785
0.3128344,1.3734299,-0.05885558,0.030393764,1,1,0.8408821
0.4249383,-0.3510006,0.1067944,0.070167184,1,1,0.56412077
0.053764485,-0.7955897,0.09295847,0.020308819,0,1,0.3494281
-0.0046552755,-0.7173279,0.05959339,-0.04571302,0,0,0.33156857
0.1738222,0.47327423,0.102994815,0.05846359,1,1,0.6932928
0.7674175,0.35040414,0.12610577,-0.05335251,1,1,0.768094
0.2225766,0.7860056,0.058909826,0.015210464,0,0,0.7483264
-0.8326778,-0.73656195,0.04758308,0.042638145,0,0,0.18663661
-1.4728129,0.8763028,-0.006560056,0.135694,1,0,0.38689765
0.13251905,0.1482622,-0.030542366,-0.46675593,1,1,0.44781244
-0.9240926,1.5319048,0.009835534,-0.04938923,0,0,0.6399767
-0.26195088,-1.0082898,-0.59041744,-0.32682127,1,0,0.10151753
1.0343572,-1.1089221,-0.44622427,-0.028202387,0,1,0.36772528
-0.9138916,0.964456,0.1152431,0.033474647,1,1,0.5513893
0.054387443,0.86553395,0.016811337,0.07385921,1,1,0.734504
-0.25365737,-0.24788699,0.13905741,0.032556046,0,0,0.4199625
-0.79940933,0.68113685,0.05516137,-0.008606751,0,0,0.48382723
0.59235924,2.2303393,0.15527464,0.042976677,1,0,0.95382106
-0.14111634,0.36936766,0.059061885,0.14321148,1,1,0.60766995
-0.047362763,0.08619906,0.095702246,-0.25205827,1,0,0.4723991
-0.6184959,-0.5684473,0.09034711,-0.18925048,1,0,0.21774746
0.86017096,0.5335429,0.064902194,-0.020430181,1,1,0.8092572
0.85976523,-0.8135694,0.19789703,0.051352303,1,0,0.575041
-1.3808917,-0.1058051,0.035309296,-0.10793279,1,0,0.1747519
-0.69807774,0.89671946,0.08660507,-0.21696745,1,0,0.518812
-0.50925803,3.2086744,0.06957124,0.16824548,0,1,0.9499904
0.6962107,-0.8385831,0.11057785,-0.012622253,0,0,0.49064773
0.106280975,0.46470127,0.103762835,-0.4620625,1,1,0.5547017
0.17599103,-0.63600343,0.06299817,0.006737599,0,0,0.4053377
